year,gnis_id,geometry,metadata,number_of_records,parkname,region,state,unit_code,unit_name,unit_type,visitors,_art_year
1981,1888966,POLYGON,http://nrdata.nps.gov/programs/Lands/THKO_metadata.xml,1,Thaddeus Kosciuszko,NE,PA,THKO,Thaddeus Kosciuszko National Memorial,National Memorial,11220.0,1981.0
1972,1888973,POLYGON,http://nrdata.nps.gov/programs/Lands/WIHO_metadata.xml,1,William Howard Taft,MW,OH,WIHO,William Howard Taft National Historic Site,National Historic Site,588.0,1972.0
1979,480986,POLYGON,http://nrdata.nps.gov/programs/Lands/FOSC_metadata.xml,1,Fort Scott,MW,KS,FOSC,Fort Scott National Historic Site,National Historic Site,12008.0,1979.0
1938,1082175,POLYGON,http://nrdata.nps.gov/programs/Lands/PEVI_metadata.xml,1,Perry's Victory and International Peace Memorial,MW,OH,PEVI,Perry's Victory and International Peace Memorial,National Memorial,75000.0,1938.0
1997,1888932,POLYGON,http://nrdata.nps.gov/programs/Lands/JAGA_metadata.xml,1,James A. Garfield,MW,OH,JAGA,James A. Garfield National Historic Site,National Historic Site,4074.0,1997.0
1952,583623,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/CATO_metadata.xml,1,Catoctin Mountain Park,NC,MD,CATO,Catoctin Mountain Park,Other Designation,37784.0,1952.0
1923,23944,POLYGON,http://nrdata.nps.gov/programs/Lands/RABR_metadata.xml,1,Rainbow Bridge,IM,UT,RABR,Rainbow Bridge National Monument,National Monument,142.0,1923.0
1923,1454484,POLYGON,http://nrdata.nps.gov/programs/Lands/NABR_metadata.xml,1,Natural Bridges,IM,UT,NABR,Natural Bridges National Monument,National Monument,20.0,1923.0
1964,2559483,POLYGON,http://nrdata.nps.gov/programs/Lands/BEOL_metadata.xml,1,Bent's Old Fort,IM,CO,BEOL,Bent's Old Fort National Historic Site,National Historic Site,15700.0,1964.0
1973,689020,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GUIS_metadata.xml,1,Gulf Islands,SE,FL,GUIS,Gulf Islands National Seashore,National Seashore,930700.0,1973.0
1934,35848,POLYGON,http://nrdata.nps.gov/programs/Lands/WACA_metadata.xml,1,Walnut Canyon,IM,AZ,WACA,Walnut Canyon National Monument,National Monument,10000.0,1934.0
1941,1462531,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/APCO_metadata.xml,1,Appomattox Court House,NE,VA,APCO,Appomattox Court House National Historical Park,National Historical Park,50000.0,1941.0
1941,649530,POLYGON,http://nrdata.nps.gov/programs/Lands/PIPE_metadata.xml,1,Pipestone,MW,MN,PIPE,Pipestone National Monument,National Monument,2785.0,1941.0
1981,2733431,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/VALR_metadata.xml,1,World War II Valor in the Pacific,PW,HI,VALR,World War II Valor in the Pacific National Monument,National Monument,855847.0,1981.0
1972,294450,POLYGON,http://nrdata.nps.gov/programs/Lands/BISC_metadata.xml,1,Biscayne,SE,FL,BISC,Biscayne National Park,National Park,78147.0,1972.0
1964,600051,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MIMA_metadata.xml,1,Minute Man,NE,MA,MIMA,Minute Man National Historical Park,National Historical Park,380400.0,1964.0
1966,2733432,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ARPO_metadata.xml,1,Arkansas Post,MW,AR,ARPO,Arkansas Post National Memorial,National Memorial,159800.0,1966.0
1941,1262098,POLYGON,http://nrdata.nps.gov/programs/Lands/MORU_metadata.xml,1,Mount Rushmore,MW,SD,MORU,Mount Rushmore National Memorial,National Memorial,393000.0,1941.0
1971,1377201,POLYGON,http://nrdata.nps.gov/programs/Lands/GUMO_metadata.xml,1,Guadalupe Mountains,IM,TX,GUMO,Guadalupe Mountains National Park,National Park,27100.0,1971.0
1992,401309,POLYGON,http://nrdata.nps.gov/programs/Lands/CIRO_metadata.xml,1,City of Rocks,PW,ID,CIRO,City of Rocks National Reserve,National Reserve,97764.0,1992.0
1995,395749,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HAFO_metadata.xml,1,Hagerman Fossil Beds,PW,ID,HAFO,Hagerman Fossil Beds National Monument,National Monument,12808.0,1995.0
1967,226274,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/JOMU_metadata.xml,1,John Muir,PW,CA,JOMU,John Muir National Historic Site,National Historic Site,6200.0,1967.0
1935,1498529,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/PETE_metadata.xml,1,Petersburg,NE,VA,PETE,Petersburg National Battlefield,National Battlefield,3281.0,1935.0
2011,2733433,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/WICL_metadata.xml,1,President William Jefferson Clinton Birthplace Home,MW,AR,WICL,President William Jefferson Clinton Birthplace Home National Historic Site,National Historic Site,9749.0,2011.0
1956,1504974,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOVA_metadata.xml,1,Fort Vancouver,PW,WA,FOVA,Fort Vancouver National Historic Site,National Historic Site,11500.0,1956.0
1968,1888960,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/SAGA_metadata.xml,1,Saint-Gaudens,NE,NH,SAGA,Saint-Gaudens National Historic Site,National Historic Site,6200.0,1968.0
1969,607138,POLYGON,http://nrdata.nps.gov/programs/Lands/JOFI_metadata.xml,1,John Fitzgerald Kennedy,NE,MA,JOFI,John Fitzgerald Kennedy National Historic Site,National Historic Site,33200.0,1969.0
1941,765817,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/JEFF_metadata.xml,1,Jefferson,MW,MO,JEFF,Jefferson National Expansion Memorial,National Memorial,0.0,1941.0
1935,314296,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOPU_metadata.xml,1,Fort Pulaski,SE,GA,FOPU,Fort Pulaski National Monument,National Monument,19610.0,1935.0
1985,1888914,POLYGON,http://nrdata.nps.gov/programs/Lands/ELRO_metadata.xml,1,Eleanor Roosevelt,NE,NY,ELRO,Eleanor Roosevelt National Historic Site,National Historic Site,30712.0,1985.0
1983,1888922,POLYGON,http://nrdata.nps.gov/programs/Lands/FRHI_metadata.xml,1,Friendship Hill,NE,PA,FRHI,Friendship Hill National Historic Site,National Historic Site,9313.0,1983.0
1964,2083047,POLYGON,http://nrdata.nps.gov/programs/Lands/THRB_metadata.xml,1,Theodore Roosevelt Birthplace,NE,NY,THRB,Theodore Roosevelt Birthplace National Historic Site,National Historic Site,6700.0,1964.0
1955,40512,POLYGON,http://nrdata.nps.gov/programs/Lands/CORO_metadata.xml,1,Coronado,IM,AZ,CORO,Coronado National Memorial,National Memorial,7300.0,1955.0
1934,1027483,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/WRBR_metadata.xml,1,Wright Brothers,SE,NC,WRBR,Wright Brothers National Memorial,National Memorial,17010.0,1934.0
2016,1888937,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/KEWE_metadata.xml,1,Keweenaw,MW,MI,KEWE,Keweenaw National Historical Park,National Historical Park,14612.0,2016.0
1937,1223739,POLYGON,http://nrdata.nps.gov/programs/Lands/KIMO_metadata.xml,1,Kings Mountain,SE,SC,KIMO,Kings Mountain National Military Park,National Military Park,11449.0,1937.0
1967,1428242,POLYGON,http://nrdata.nps.gov/programs/Lands/GOSP_metadata.xml,1,Golden Spike,IM,UT,GOSP,Golden Spike National Historic Site,National Historic Site,32900.0,1967.0
1998,2733436,POLYGON,http://nrdata.nps.gov/programs/Lands/NEBE_metadata.xml,1,New Bedford Whaling,NE,MA,NEBE,New Bedford Whaling National Historical Park,National Historical Park,23710.0,1998.0
1964,970557,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/SAHI_metadata.xml,1,Sagamore Hill,NE,NY,SAHI,Sagamore Hill National Historic Site,National Historic Site,88200.0,1964.0
1934,262358,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/LABE_metadata.xml,1,Lava Beds,PW,CA,LABE,Lava Beds National Monument,National Monument,15000.0,1934.0
1983,1888975,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/WORI_metadata.xml,1,Women's Rights,NE,NY,WORI,Women's Rights National Historical Park,National Historical Park,6759.0,1983.0
1968,447197,POLYGON,http://nrdata.nps.gov/programs/Lands/GERO_metadata.xml,1,George Rogers Clark,MW,IN,GERO,George Rogers Clark National Historical Park,National Historical Park,58700.0,1968.0
1979,2733437,POLYGON,http://nrdata.nps.gov/programs/Lands/LONG_metadata.xml,1,Longfellow,NE,MA,LONG,Longfellow House-Washington's Headquarters National Historic Site,National Historic Site,17739.0,1979.0
1940,1193717,POLYGON,http://nrdata.nps.gov/programs/Lands/HOFU_metadata.xml,1,Hopewell Furnace,NE,PA,HOFU,Hopewell Furnace National Historic Site,National Historic Site,2364.0,1940.0
1997,1877541,POLYGON,http://nrdata.nps.gov/programs/Lands/FRDE_metadata.xml,1,Franklin Delano Roosevelt,NC,DC,FRDE,Franklin Delano Roosevelt Memorial,National Memorial,1925858.0,1997.0
1920,31964,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MOCA_metadata.xml,1,Montezuma Castle,IM,AZ,MOCA,Montezuma Castle National Monument,National Monument,2500.0,1920.0
1904,255948,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/KICA_metadata.xml,1,Kings Canyon,PW,CA,KICA,Kings Canyon National Park,National Park,1000.0,1904.0
1978,1888963,POLYGON,http://nrdata.nps.gov/programs/Lands/SPAR_metadata.xml,1,Springfield Armory,NE,MA,SPAR,Springfield Armory National Historic Site,National Historic Site,13815.0,1978.0
1941,1531185,POLYGON,http://nrdata.nps.gov/programs/Lands/WHMI_metadata.xml,1,Whitman Mission,PW,WA,WHMI,Whitman Mission National Historic Site,National Historic Site,7251.0,1941.0
2004,1989142,POLYGON,http://nrdata.nps.gov/programs/Lands/WWII_metadata.xml,1,World War II Memorial,NC,DC,WWII,World War II Memorial,National Memorial,5382498.0,2004.0
1984,531832,POLYGON,http://nrdata.nps.gov/programs/Lands/VIVE_metadata.xml,1,Vietnam Veterans Memorial,NC,DC,VIVE,Vietnam Veterans Memorial,National Memorial,2303890.0,1984.0
1996,1985525,POLYGON,http://nrdata.nps.gov/programs/Lands/KOWA_metadata.xml,1,Korean War Veterans Memorial,NC,DC,KOWA,Korean War Veterans Memorial,National Memorial,863639.0,1996.0
2011,2002666,POLYGON,http://nrdata.nps.gov/programs/Lands/MLKM_metadata.xml,1,Martin Luther King Jr Memori,NC,DC,MLKM,"Martin Luther King, Jr., Memorial",Other Designation,1490358.0,2011.0
1936,531835,POLYGON,http://nrdata.nps.gov/programs/Lands/LINC_metadata.xml,1,Lincoln Memorial,NC,DC,LINC,Lincoln Memorial,National Memorial,857441.0,1936.0
1919,1455157,POLYGON,http://nrdata.nps.gov/programs/Lands/ZION_metadata.xml,1,Zion,IM,UT,ZION,Zion National Park,National Park,1814.0,1919.0
1962,126026,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/RUCA_metadata.xml,1,Russell Cave,SE,AL,RUCA,Russell Cave National Monument,National Monument,9200.0,1962.0
1985,1780716,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MAWA_metadata.xml,1,Maggie L. Walker,NE,VA,MAWA,Maggie L. Walker National Historic Site,National Historic Site,1428.0,1985.0
1964,1357585,POLYGON,http://nrdata.nps.gov/programs/Lands/FODA_metadata.xml,1,Fort Davis,IM,TX,FODA,Fort Davis National Historic Site,National Historic Site,86600.0,1964.0
1967,767934,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/BICA_metadata.xml,1,Bighorn Canyon,IM,WY,BICA,Bighorn Canyon National Recreation Area,National Recreation Area,180400.0,1967.0
1973,358732,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/PUHO_metadata.xml,1,Pu'uhonua o Honaunau,PW,HI,PUHO,Pu'uhonua o Honaunau National Historical Park,National Historical Park,391700.0,1973.0
1998,2733440,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/NICO_metadata.xml,1,Nicodemus,MW,KS,NICO,Nicodemus National Historic Site,National Historic Site,1282.0,1998.0
1919,229295,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MUWO_metadata.xml,1,Muir Woods,PW,CA,MUWO,Muir Woods National Monument,National Monument,43200.0,1919.0
1984,2463113,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HSTR_metadata.xml,1,Harry S Truman,MW,MO,HSTR,Harry S Truman National Historic Site,National Historic Site,100165.0,1984.0
1960,358382,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HALE_metadata.xml,1,Haleakala,PW,HI,HALE,Haleakala National Park,National Park,62100.0,1960.0
2010,2127375,POLYGON,http://nrdata.nps.gov/programs/Lands/SAND_metadata.xml,1,Sand Creek Massacre,IM,CO,SAND,Sand Creek Massacre National Historic Site,National Historic Site,4063.0,2010.0
1981,1888938,POLYGON,http://nrdata.nps.gov/programs/Lands/KNRI_metadata.xml,1,Knife River Indian Villages,MW,ND,KNRI,Knife River Indian Villages National Historic Site,National Historic Site,4616.0,1981.0
1933,878495,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MORR_metadata.xml,1,Morristown,NE,NJ,MORR,Morristown National Historical Park,National Historical Park,25000.0,1933.0
1971,457629,POLYGON,http://nrdata.nps.gov/programs/Lands/HEHO_metadata.xml,1,Herbert Hoover,MW,IA,HEHO,Herbert Hoover National Historic Site,National Historic Site,166000.0,1971.0
1982,1888943,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MAVA_metadata.xml,1,Martin Van Buren,NE,NY,MAVA,Martin Van Buren National Historic Site,National Historic Site,10538.0,1982.0
2003,2092022,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GOIS_metadata.xml,1,Governors Island,NE,NY,GOIS,Governors Island National Monument,National Monument,2507.0,2003.0
1920,833315,POLYGON,http://nrdata.nps.gov/programs/Lands/SCBL_metadata.xml,1,Scotts Bluff,MW,NE,SCBL,Scotts Bluff National Monument,National Monument,5000.0,1920.0
1969,1200751,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/JOFL_metadata.xml,1,Johnstown Flood,NE,PA,JOFL,Johnstown Flood National Memorial,National Memorial,19700.0,1969.0
2002,1946144,POLYGON,http://nrdata.nps.gov/programs/Lands/WABA_metadata.xml,1,Washita Battlefield,IM,OK,WABA,Washita Battlefield National Historic Site,National Historic Site,15374.0,2002.0
1970,1888941,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/LYJO_metadata.xml,1,Lyndon B. Johnson,IM,TX,LYJO,Lyndon B. Johnson National Historical Park,National Historical Park,186500.0,1970.0
1968,826917,POLYGON,http://nrdata.nps.gov/programs/Lands/AGFO_metadata.xml,1,Agate Fossil Beds,MW,NE,AGFO,Agate Fossil Beds National Monument,National Monument,3800.0,1968.0
1923,885961,POLYGON,http://nrdata.nps.gov/programs/Lands/AZRU_metadata.xml,1,Aztec Ruins,IM,NM,AZRU,Aztec Ruins National Monument,National Monument,6234.0,1923.0
1938,1434866,POLYGON,http://nrdata.nps.gov/programs/Lands/CARE_metadata.xml,1,Capitol Reef,IM,UT,CARE,Capitol Reef National Park,National Park,1500.0,1938.0
2007,1986830,POLYGON,http://nrdata.nps.gov/programs/Lands/FLNI_metadata.xml,1,Flight 93,NE,PA,FLNI,Flight 93 National Memorial,National Memorial,143725.0,2007.0
1934,266641,POLYGON,http://nrdata.nps.gov/programs/Lands/DEPO_metadata.xml,1,Devils Postpile,PW,CA,DEPO,Devils Postpile National Monument,National Monument,7000.0,1934.0
1989,1877542,POLYGON,http://nrdata.nps.gov/programs/Lands/SAFR_metadata.xml,1,San Francisco Maritime,PW,CA,SAFR,San Francisco Maritime National Historical Park,National Historical Park,5203302.0,1989.0
2003,1888952,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/PAAL_metadata.xml,1,Palo Alto Battlefield,IM,TX,PAAL,Palo Alto Battlefield National Historical Park,National Historical Park,59.0,2003.0
1981,1888902,MULTIPOLYGON,POC: Scott_Thompson-Buchanan@nps.gov (boundary data only),1,Big Thicket,IM,TX,BITH,Big Thicket National Preserve,National Preserve,22763.0,1981.0
1941,277261,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/jotr_metadata.xml,1,Joshua Tree,PW,CA,JOTR,Joshua Tree National Park,National Park,31285.0,1941.0
1970,751466,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ozar_metadata.xml,1,Ozark,MW,MO,OZAR,Ozark National Scenic Riverways,National Scenic Riverway,2096700.0,1970.0
1998,1888942,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MABI_metadata.xml,1,Marsh-Billings-Rockefeller,NE,VT,MABI,Marsh-Billings-Rockefeller National Historical Park,National Historical Park,22652.0,1998.0
1941,1033824,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/THRO_METADATA.xml,1,Theodore Roosevelt,MW,ND,THRO,Theodore Roosevelt National Park,National Park,0.0,1941.0
2003,1888939,POLYGON,http://nrdata.nps.gov/programs/Lands/LIRI_METADATA.xml,1,Little River Canyon,SE,AL,LIRI,Little River Canyon National Preserve,National Preserve,183896.0,2003.0
2015,2736075,POLYGON,http://nrdata.nps.gov/programs/Lands/CHYO_METADATA.xml,1,Charles Young Buffalo Soldie,MW,OH,CHYO,Charles Young Buffalo Soldiers National Monument,National Monument,3993.0,2015.0
1996,1083940,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/DAAV_METADATA.xml,1,Dayton Aviation Heritage,MW,OH,DAAV,Dayton Aviation Heritage National Historical Park,National Historical Park,39262.0,1996.0
1980,1888912,POLYGON,http://nrdata.nps.gov/programs/Lands/EISE_METADATA.xml,1,Eisenhower,NE,PA,EISE,Eisenhower National Historic Site,National Historic Site,164443.0,1980.0
2006,2035610,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FILA_METADATA.xml,1,First Ladies,MW,OH,FILA,First Ladies National Historic Site,National Historic Site,11219.0,2006.0
1992,920404,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/PETR_METADATA.xml,1,Petroglyph,IM,NM,PETR,Petroglyph National Monument,National Monument,68065.0,1992.0
2013,2754548,POLYGON,http://nrdata.nps.gov/programs/Lands/CECH_metadata.xml,1,Cesar E. Chavez,PW,CA,CECH,Casar E. Chpvez National Monument,National Monument,8157.0,2013.0
1935,1193713,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FONE_METADATA.xml,1,Fort Necessity,NE,PA,FONE,Fort Necessity National Battlefield,National Battlefield,82000.0,1935.0
2004,2733442,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MIMI_METADATA.xml,1,Minuteman Missile,MW,SD,MIMI,Minuteman Missile National Historic Site,National Historic Site,4924.0,2004.0
1925,936877,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/SAPU_METADATA.xml,1,Salinas Pueblo Mission,IM,NM,SAPU,Salinas Pueblo Missions National Monument,National Monument,1000.0,1925.0
1923,247533,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/PINN_METADATA.xml,1,Pinnacles,PW,CA,PINN,Pinnacles National Park,National Park,6500.0,1923.0
1957,1614406,POLYGON,POC:  Gil_Noice@nps.gov (boundary data only),1,Virgin Islands,SE,VI,VIIS,Virgin Islands National Park,National Park,11900.0,1957.0
1915,204948,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ROMO_METADATA.xml,1,Rocky Mountain,IM,CO,ROMO,Rocky Mountain National Park,National Park,31000.0,1915.0
1919,23864,POLYGON,http://nrdata.nps.gov/programs/Lands/PEFO_METADATA.xml,1,Petrified Forest,IM,AZ,PEFO,Petrified Forest National Park,National Park,3000.0,1919.0
1925,936878,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/CHCU_METADATA.xml,1,Chaco Culture,IM,NM,CHCU,Chaco Culture National Historical Park,National Historical Park,2000.0,1925.0
1933,857501,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/DEVA_METADATA.xml,1,Death Valley,PW,CA,DEVA,Death Valley National Park,National Park,9970.0,1933.0
1941,2057537,POLYGON,http://nrdata.nps.gov/programs/Lands/FEHA_METADATA.xml,1,Federal Hall,NE,NY,FEHA,Federal Hall National Memorial,National Memorial,34326.0,1941.0
1934,595218,POLYGON,http://nrdata.nps.gov/programs/Lands/FOMC_METADATA.xml,1,Fort McHenry,NE,MD,FOMC,Fort McHenry National Monument and Historic Shrine,National Monument,274000.0,1934.0
1968,196412,MULTIPOLYGON,POC: Scott_Thompson-Buchanan@nps.gov (boundary data only),1,Curecanti,IM,CO,CURE,Curecanti National Recreation Area,National Recreation Area,302600.0,1968.0
2004,1888949,POLYGON,http://nrdata.nps.gov/programs/Lands/NIOB_METADATA.xml,1,Niobrara,MW,NE,NIOB,Niobrara National Scenic River,National Scenic River,54385.0,2004.0
1919,23866,POLYGON,http://nrdata.nps.gov/programs/Lands/GRCA_METADATA.xml,1,Grand Canyon,IM,AZ,GRCA,Grand Canyon National Park,National Park,37745.0,1919.0
1937,858265,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/LAKE_METADATA.xml,1,Lake Mead,PW,NV,LAKE,Lake Mead National Recreation Area,National Recreation Area,389294.0,1937.0
1969,600017,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/SAIR_METADATA.xml,1,Saugus Iron Works,NE,MA,SAIR,Saugus Iron Works National Historic Site,National Historic Site,10900.0,1969.0
1979,1904107,POLYGON,http://nrdata.nps.gov/programs/Lands/ROWI_metadata.xml,1,Roger Williams,NE,RI,ROWI,Roger Williams National Memorial,National Memorial,27788.0,1979.0
1911,44811,POLYGON,http://nrdata.nps.gov/programs/Lands/CAGR_metadata.xml,1,Casa Grande Ruins,IM,AZ,CAGR,Casa Grande Ruins National Monument,National Monument,450.0,1911.0
1934,310345,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/KEMO_metadata.xml,1,Kennesaw Mountain,SE,GA,KEMO,Kennesaw Mountain National Battlefield Park,National Battlefield Park,1705.0,1934.0
